id,picture,country,price,authority,date,org_fined,articleViolated,type,source,summary
52,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,3200,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-04-03,Not disclosed,"Art. 5 (1) b) GDPR, Art. 5 (1) c) GDPR, Art. 13 (3) GDPR, Art. 17 (1) GDPR, Art. 6 (4) GDRP",Non-compliance with subjects' rights protection safeguards,https://www.naih.hu/files/NAIH-2019-2526-2-H-hatarozat.pdf,"<p>The financial institution refused the data erasure request of a customer, arguing that it was in the institution’s best interests to retain the phone number, given that the customer had debts. However, the NAIH argued that the creditor could communicate with the debtor by post, and the phone number was unnecessary. The financial institution had broken the data minimization and purpose limitation principles. A fine was issued equal to 0.025% of the institution’s annual net revenue.</p>
"
53,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,50000,Data Protection Authority of Berlin,2019-01-03,N26,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.handelsblatt.com/finanzen/banken-versicherungen/datenspeicherung-schwarze-listen-so-bekam-n26-aerger-mit-datenschuetzern/24204544.html?ticket=ST-74688114-wDx6jUqdgkknMT7CMoQe-ap5,"<p>A bank had retained the personal data of former customers in order to create a blacklist. Apparently, they wanted to prevent those customers from opening up new accounts at their bank because they were suspected of money laundering. While the bank wanted to hand-wave away this unlawful act by appealing to the German Banking Act, the Berlin Supervisory Authority found this to be illegal.</p>
"
54,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,582,Czech Data Protection Authority (UOOU),NA,Not available,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34466,"<p>The data processing was conducted in a way that didn&#8217;t ensure the appropriate security of the data itself. Meaning that anyone could access or alter it in an irreversible way (deletion, destruction).</p>
"
55,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,3200,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Kecskemét Mayor's Office,"Art. 5 (1) a) GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://www.naih.hu/files/NAIH-2019-596-hatarozat.pdf,"<p>The fine was issued after the Mayor’s Office unlawfully disclosed personal information related to a whistleblower. The individual complained to the NAIH about his employer. Afterward, the company requested information about the complaint, and the Mayor’s Office “accidentally” released the name of the complainant. The individual was fired as a result.</p>
"
56,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,27100,Bulgarian Commission for Personal Data Protection (KZLD),NA,Telecommunication service provider,"Art. 6 GDPR, Art. 5 (1) a) GDPR",Non-compliance with lawful basis for data processing,https://www.cpdp.bg/?p=element_view&aid=2180,"<p>The complainant was unlawfully and unknowingly been registered for the prepaid services of a telecommunication service provider. The employees had used personal data illegally and without express consent from the subject. Moreover, the signature on the application was found to be incongruent and dissimilar to the subject’s own signature. The identity card number on the prepaid application was also fake.</p>
"
57,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,776,Czech Data Protection Authority (UOOU),NA,Not available,Art. 15 GDPR,Non-compliance with subjects' rights protection safeguards,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34469,"<p>Not available.</p>
"
58,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,500,Bulgarian Commission for Personal Data Protection (KZLD),NA,Unknown company,Art. 15 GDPR,Non-compliance with subjects' rights protection safeguards,https://www.cpdp.bg/?p=element_view&aid=2177,"<p>An employee requested access to his personal data from his employer. The request was partially completed and delayed without justification.</p>
"
59,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1560,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),NA,Unknown company,"Art. 5 (1) a) GDPR, Art. 5 (1) c) GDPR",Failure to comply with data processing principles,https://www.naih.hu/files/NAIH-2019-1841_hatarozat.pdf,"<p>A data subject requested the erasure of the data processed by a debt collector who requested further personal information to identify the subject. After being provided with said information (place of birth, mother’s maiden name, etc), the debt collector stated that he could not comply with the request. The debt collector invoked the Accountancy Act and other internal policies for why he was obliged to retain backup data copies. The NAIH issued a fine because the data controller had not informed the subject about these policies.</p>
"
60,https://www.privacyaffairs.com/wp-content/uploads/2019/10/malta.svg,Malta,5000,Data Protection Commissioner of Malta,NA,Lands Authority,"Art. 5 GDPR, Art. 32 GDPR",Failure to implement sufficient measures to ensure information security,https://www.gvzh.com.mt/malta-news/idpc-fines-lands-authority-data-breach/,"<p>The Lands Authority had a data breach where 10 GB worth of personal data was publicly accessible on the internet. The data contained sensitive information about data subjects. The Data Protection Commissioner might issue a fine of 25.000 Euros for each of the violations (data breaches).</p>
"
61,https://www.privacyaffairs.com/wp-content/uploads/2019/10/hungary.svg,Hungary,1560,Hungarian National Authority for Data Protection and the Freedom of Information (NAIH),2019-08-02,A bank,Art. 5 (1) d) GDPR,Failure to comply with data processing principles,https://www.naih.hu/files/NAIH-2019_363_hatarozat.pdf,"<p>The bank erroneously sent the subject’s credit card data to another person via SMS. Despite the data subject’s request to erase the data, the bank continued to send SMS messages to that incorrect telephone number. The bank was fined about 0.00016% of the annual net revenue.</p>
"
62,https://www.privacyaffairs.com/wp-content/uploads/2019/10/germany.svg,Germany,2500,Data Protection Authority of Sachsen-Anhalt,2019-05-02,Private individual,"Art. 6 GDPR, Art. 5 GDPR",Non-compliance with lawful basis for data processing,https://www.mz-web.de/merseburg/hunderte-adressen-im-verteiler-merseburger-muss-fuer-wut-mails-ueber-2-000-euro-zahlen-32033308,"<p>A private person sent several emails containing the email addresses of several subjects, and each subject could see other recipients of that email. In the person’s mailing list, more than 131 email addresses had been found. He was accused of ten such offenses.</p>
"
63,https://www.privacyaffairs.com/wp-content/uploads/2019/10/portugal.svg,Portugal,20000,Portuguese Data Protection Authority (CNPD),2019-05-02,Not available,Art. 15 GDPR,Non-compliance with lawful basis for data processing,https://www.cnpd.pt/bin/decisoes/Delib/DEL_2019_21.pdf,"<p>Not available.</p>
"
64,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,1165,Czech Data Protection Authority (UOOU),2019-04-02,Car renting company,Art. 5 (1) a) GDPR,Failure to implement sufficient measures to ensure information security,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34465,"<p>The company sold a card that was constantly tracked through GPS. The owner found this out and reported it since the company had no information related to this GPS tracking. The Czech Data Protection Authority decreed that this was a violation of Art. 5 (1) of the GDPR, and issued a fine.</p>
"
65,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,1165,Czech Data Protection Authority (UOOU),2019-04-02,Credit brokerage,Art. 32 GDPR,Failure to implement sufficient measures to ensure information security,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34467,"<p>The company did not process the data using the appropriate security measures required to prevent unlawful alteration or destruction of the data.</p>
"
66,https://www.privacyaffairs.com/wp-content/uploads/2019/10/france.svg,France,50000000,French Data Protection Authority (CNIL),NA,Google Inc.,"Art. 13 GDPR, Art. 14 GDPR, Art. 6 GDPR, Art. 4 GDPR, Art. 5 GDPR",Several,https://www.cnil.fr/en/cnils-restricted-committee-imposes-financial-penalty-50-million-euros-against-google-llc,"<p>The French NGO “La Quadrature du Net” and the Austrian organization “None Of Your Business” complained about the creation of a Google account related to the configuration of the Android system in a mobile phone. A fine of 50 million euros was issued because the following principles were not observed: the principle of transparency (Art. 5 GDPR), the sufficiency of information (Art.13 / 14 GDPR), and the presence of legal basis (Art. 6 GDPR).</p>
"
67,https://www.privacyaffairs.com/wp-content/uploads/2019/10/bulgaria.svg,Bulgaria,500,Bulgarian Commission for Personal Data Protection (KZLD),NA,Bank,"Art. 6 GDPR, Art. 5 (1) a) GDPR",Non-compliance with lawful basis for data processing,https://www.cpdp.bg/?p=element&aid=1195,"<p>The bank unlawfully came into possession of personal data related to a student.</p>
"
68,https://www.privacyaffairs.com/wp-content/uploads/2019/10/czech-republic.svg,Czech Republic,388,Czech Data Protection Authority (UOOU),2019-10-01,Company,Art. 6 GDPR,Non-compliance with lawful basis for data processing,https://www.uoou.cz/assets/File.ashx?id_org=200144&id_dokumenty=34464,"<p>The employer complained that the former company where he/she worked for refused to delete personal information posted on Facebook. Even after the termination of the employment contract, the company did not delete the personal information of the former employee.</p>
"
69,https://www.privacyaffairs.com/wp-content/uploads/2019/10/cyprus.svg,Cyprus,14000,Cypriot Data Protection Commissioner,2019-01-01,Doctor,"Art. 5 GDPR, Art. 6 GDPR",Non-compliance with lawful basis for data processing,https://cyprus-mail.com/2019/10/11/doctor-fined-e14000-for-violating-patient-data-on-instagram/,"<p>The data controller could not provide access to personal information to a patient because the dossier could not be identified. The patient complained to the Commissioner about this, and the hospital was fined 5.000 Euros.</p>
"
70,https://www.privacyaffairs.com/wp-content/uploads/2019/10/austria.svg,Austria,2200,Austrian Data Protection Authority (DSB),NA,Private individual,"Art. 5 (1) a) GDPR, Art. 5 (1) c) GDPR, Art. 6 (1) GDPR, Art. 13 GDPR",Non-compliance with lawful basis for data processing,https://www.ris.bka.gv.at/Dokumente/Dsk/DSBT_20181220_DSB_D550_037_0003_DSB_2018_00/DSBT_20181220_DSB_D550_037_0003_DSB_2018_00.pdf,"<p>A person was fined for having unlawfully filmed public areas using a private CCTV system. The system filmed parking lots, sidewalks, a garden area of a nearby property, and it also filmed the neighbors going in and out of their homes. The video surveillance was found to be unreasonable given the initial purpose of the CCTV system itself. Because it filmed private areas of life without the express consent of the people involved, the subject was fined.</p>
"
